sentence_id,sentiment,en_proportion,ta_proportion,na_proportion,num_switches,sentence_length,sentence
sent_13120,Positive,0.2222,0.7778,0.0,4,9,ippo trailer parkura angaali pangaali ellaam oru like podunga
sent_13121,Positive,0.4286,0.5714,0.0,2,7,Yuvan da..... He is back da..... da.....
sent_13122,Positive,0.0,1.0,0.0,0,8,Ean nu theriyala thalaya paakkum podhu kannu kalangadhu
sent_13123,Positive,0.3333,0.5,0.1667,2,6,Thala fans 1m like varavaraikum vidathiga
sent_13124,Positive,0.5,0.5,0.0,3,6,ajith fans kaaga dhan last dialogue.....
sent_13125,Positive,0.8571,0.1429,0.0,2,7,"SUCH A LOVELY ACTING THALA , LOVE U"
sent_13126,Positive,0.3333,0.6667,0.0,2,6,Samha dialogue movie lha erukha pogudu
sent_13127,Positive,0.5,0.0,0.5,0,6,U 1 stands for d bgm
sent_13128,unknown,0.1,0.9,0.0,2,10,Kaha bacchan sahab ki pink kaha eay bhoot gangu telli
sent_13129,Positive,0.5,0.5,0.0,3,6,Last dialogue vera level...... Ellarukkum porunthum......
sent_13130,Positive,0.1667,0.8333,0.0,2,6,Mass #Thala  #NerkondaPaarvai  #Thala #VickyEdits  #Thalapolavaruma
sent_13131,Negative,0.3,0.7,0.0,4,10,Thala ya  thaappa cmnt panuravanungalaam corn from kuchikaari movanungaa thaaan
sent_13132,Negative,0.25,0.75,0.0,3,8,Echa vijay fans'ku serupadi tandaar enga thala(different role)
sent_13133,Negative,0.125,0.875,0.0,2,8,Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga
sent_13134,Negative,0.1875,0.75,0.0625,2,16,Comment section leh anils vaire erenji katererange 🤣🤣🤣🤣! Poi vere edetele umbe*ge! Iteh thala koteh! Enge trailer
sent_13135,Negative,0.0,1.0,0.0,0,16,Dai thevidiya bullaye niranjan soorappan unaku theriuma peasatha da badu yen komavula erukiya da thevidiya baiya
sent_13136,Positive,0.4286,0.5714,0.0,2,7,Mass elements Ella ma oru nalla stroy
sent_13137,Negative,0.5556,0.4444,0.0,5,9,I think antha last dialogue intha dislike pannavanungalukku thaan
sent_13138,Positive,0.3846,0.6154,0.0,6,13,Inimae ajith fans evanadhu.... Copy adikuradha pathi pesuvenga... Anyway.. movie hit aaga vazhthukkal
sent_13139,Mixed_feelings,0.6667,0.3333,0.0,4,9,"I m Vijay fan, but ajith semma trailer super"
sent_13140,Positive,0.0,0.0,1.0,0,4,1.38 - 1.50 BGM U1 🤙🤙🤙🤙
sent_13141,Positive,0.4,0.6,0.0,4,5,Thala super na  like  panuga
sent_13142,Positive,0.0,1.0,0.0,0,5,Maja thala marana  mass thala
sent_13143,Positive,0.5,0.1667,0.3333,1,6,At 1:01 bgm is like arambam
sent_13144,Positive,0.6,0.4,0.0,5,10,Thalaaaaaa mass again after viswasm proud to be thalaaaaaa fan
sent_13145,Mixed_feelings,0.0,1.0,0.0,0,6,Ajith kelava thaatha Andhra ku odiru
sent_13146,Negative,0.2,0.8,0.0,2,10,Trailer mokka da ajith kelatu payale thaatha konda parvai flop
sent_13147,Positive,0.8,0.2,0.0,1,5,Pink !! But like for Ajith
sent_13148,Positive,0.1667,0.8333,0.0,2,12,Titra thambi ga nalla tittunga titra thambi kaluku kadaisi dialogue dedicate panran
sent_13149,Mixed_feelings,0.1429,0.7143,0.1429,2,7,Enda 61000 per aduthavanuku viswawatha katta pakuranga
sent_13150,Mixed_feelings,0.0,1.0,0.0,0,12,Indha maari ponnungalukkellam indha mathiri thaan nadakkum Appadi ellam Nadakkathu nadakkavum koodathu
sent_13151,Mixed_feelings,0.5714,0.4286,0.0,2,7,I think its chindamani kolakkes malayalam  remake
sent_13152,Negative,0.1667,0.8333,0.0,2,6,Oii ajith Un movie nalla ella
sent_13153,Positive,0.0,1.0,0.0,0,4,Thala Mass  kola Mass
sent_13154,Positive,0.8333,0.0,0.1667,0,6,Singapore m tranding no. 1  Wow
sent_13155,Positive,0.1667,0.8333,0.0,2,6,Yuvan mass nu solldravanga like panunga
sent_13156,Mixed_feelings,0.3333,0.6667,0.0,3,6,Oru chinthamani kola case manakkunne underr
sent_13157,Positive,0.0,1.0,0.0,0,8,ithu tamil nadu ella ithu enga thala nadu
sent_13158,Positive,0.4167,0.5,0.0833,5,12,Night kulla 740 k likes reach aagumnu solravanga comment pannunga thala rathangale
sent_13159,Positive,0.1,0.9,0.0,2,10,pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka
sent_13160,Positive,0.1818,0.8182,0.0,3,11,Thala naa Mass  Thala naa Class  Thala naa eppavume vera level
sent_13161,Positive,0.1,0.9,0.0,2,10,ippo trailer parkura angaali pangaali ellaam oru attadance pottudu ponga
sent_13162,Negative,0.1429,0.7143,0.1429,1,7,1M likes varuthuku ithula ena da iruku?
sent_13163,Positive,0.3333,0.6667,0.0,4,6,thirunelveli thala fans oru like podunga
sent_13164,Positive,1.0,0.0,0.0,0,10,No paid views no paid likes..  Still Trending no 1
sent_13165,Positive,0.3333,0.6667,0.0,3,9,ending dialog sema mass nu soldravanga oru like podunga
sent_13166,Positive,0.1818,0.8182,0.0,4,11,Thala look sema mass nu soldravanga mattum oru like podunga pangaaligala
sent_13167,Positive,0.1818,0.8182,0.0,4,11,ippo intha trailer ah parkura angaali pangaali ellaam oru like podunga
sent_13168,Positive,0.125,0.875,0.0,1,8,Thala pola varuma  Thala eppavume mass Vera level
sent_13169,Positive,0.1429,0.8571,0.0,2,7,"Iam Thalapathy fan, padam nalla irukum thonuthu"
sent_13170,Positive,0.1667,0.8333,0.0,2,6,Ipdi neraiya neraiya neraiya views venummmm
sent_13171,Mixed_feelings,0.3636,0.6364,0.0,5,11,Trailer la fight scene la Romba neram focus Pani kaatunathu...konjam idikuthu
sent_13172,unknown,0.2727,0.7273,0.0,2,11,Kadasi word its super (oruthavanga mela visuvasatha katrathukaga innoruthavangala  asinga paduthathinga).
sent_13173,Positive,0.6667,0.0,0.3333,0,6,Mmmm 1000 times this video see
sent_13174,Positive,0.1667,0.5,0.3333,2,6,Pink ka remake lg rha h...
sent_13175,Positive,0.125,0.875,0.0,4,16,Indha padam release ku Aprm pengaluku thani Dairiyam varumnu nanaikiren because indha padam pengal vanmuraiku edhiranadhu
sent_13176,Mixed_feelings,0.625,0.375,0.0,1,8,Are u a virgin girls ??? Kani kazhiyama irukingala ???
sent_13177,Mixed_feelings,0.0,1.0,0.0,0,8,Ooruthar maael irruka visvasatha katta innooruthara aann avamanapaduthanum 🤔🤔
sent_13178,Positive,0.3333,0.5556,0.1111,3,9,Good film Nkp intha movie intha kaalathukku pakkava porunthum
sent_13179,Positive,0.6667,0.3333,0.0,2,6,Ajith sir .... v r waiting #srilankans
sent_13180,Mixed_feelings,0.5333,0.4667,0.0,8,15,"I'm Thalapathy Fan, But Ajith sir Thani gethu dhan , Masssss, apt ana name ULTIMATE STAR"
sent_13181,Positive,0.6,0.2,0.2,1,5,734 k likes reached aairuku
sent_13182,Positive,0.5,0.4375,0.0625,5,16,"pink trailer minjum namba Thala NKP trailer,  pl support my channel, periya like podunga namba thalaiku"
sent_13183,Positive,0.5385,0.2308,0.2308,2,13,NKP 30 million views varum solravaga thala fans hit like button 2million like
sent_13184,Positive,0.4,0.6,0.0,4,5,Vijay fans parthavanga like podunga
sent_13185,Mixed_feelings,0.1667,0.8333,0.0,2,6,Ellam avan sayal movie mathiriya irukku🤔
sent_13186,Mixed_feelings,0.4,0.6,0.0,3,10,Nadaka kudathuna - Director ' s film Nadaka vidamaatanna- athu Thala' film
sent_13187,Positive,0.4444,0.5556,0.0,7,9,Remake pe remake pe remake aakhir kitne remake tollywood
sent_13188,Positive,0.2857,0.5714,0.1429,2,7,Yaralaa 1.5 gb video pakuruku pathame pogudhu
sent_13189,Positive,0.6667,0.25,0.0833,2,12,Waiting for 2 million likes varum solravaga thala fans hit like button
sent_13190,Mixed_feelings,0.1429,0.8571,0.0,2,7,Epo dha trailer sudu pudikira madhary thonudhu
sent_13191,Positive,0.4286,0.4286,0.1429,4,7,Thala fans vitradinga no 1 trendingla irunthu
sent_13192,Mixed_feelings,1.0,0.0,0.0,0,8,Hindi movie pink. Remake to tamil. Good movie
sent_13193,Positive,0.3333,0.3333,0.3333,1,6,in srilanka trending #1  THALA SUPER
sent_13194,Positive,0.375,0.625,0.0,3,8,Trailer  time melle patha angali pangaligala like podunge
sent_13195,Positive,0.7273,0.0909,0.1818,1,11,Viswasam trailer needs just 20k likes to reach 1.4m likes milestone
sent_13196,Positive,0.4444,0.5556,0.0,3,9,Manusanuku thala mukkium athupola filmindustryku AK very very important
sent_13197,Positive,0.4286,0.5714,0.0,1,7,Money money money neraya neraya neraya massss
sent_13198,Positive,0.375,0.5,0.125,1,8,731 k  likes reached aairuku pangalingala adichi thookalamaa
sent_13199,Positive,0.6667,0.1111,0.2222,1,9,Viswasam trailer needs 20k likes to reach 1.4m likes
sent_13200,Positive,0.6667,0.1111,0.2222,1,9,Viswasam trailer needs 20k likes to reach 1.4m likes
sent_13201,Positive,0.0769,0.7692,0.1538,2,13,THALA PERFORMANCE PINITAARU!!!! MAVANE NAMMA NAATUKU INTHA PADAM THEVA!!!! AUGUST 10TH THERRIKKA PODHU!
sent_13202,Mixed_feelings,0.0,1.0,0.0,0,7,Vaanga da vaanga da vaaanga da thaalaaaa
sent_13203,Positive,0.3333,0.6667,0.0,2,6,Ajith da mass fanz like podunga
sent_13204,Mixed_feelings,0.75,0.25,0.0,3,8,Thala love u thala .... U r always massss
sent_13205,Positive,0.375,0.625,0.0,1,8,Objection ur honour tavura vera dailogue ille pola
sent_13206,Positive,0.2857,0.5714,0.1429,2,7,Thala mass  Marana waiting  Bgm u1 thalaiva
sent_13207,Mixed_feelings,0.2857,0.7143,0.0,4,7,Adhu eppudi da trailer paakamiyae dislike poduranga
sent_13208,Positive,0.25,0.75,0.0,1,4,Podu thala mass uh
sent_13209,Mixed_feelings,0.5714,0.4286,0.0,1,7,Theeran Adhigaaram Ondru Fans Hit Like Here
sent_13210,Mixed_feelings,0.3333,0.6667,0.0,1,6,Semma thala  thala veriyargal hit likes
sent_13211,Positive,0.125,0.875,0.0,2,8,Dei Ennada Panni vechu rukinga pink  Padam pochada
sent_13212,Positive,0.0,1.0,0.0,0,11,oruthar me neenga viswasatha katrathukaga inourthara yen asinga paduthuringa???   Thala mass
sent_13213,Positive,0.1667,0.8333,0.0,1,6,Mass mass mass vera vera level
sent_13214,Positive,0.5,0.5,0.0,3,6,Ultimate tala   vera level sir neenga
sent_13215,Mixed_feelings,0.2857,0.5714,0.1429,2,7,Thalaivan U1 veraaa levelll BGM kola masssss
sent_13216,Mixed_feelings,0.0,1.0,0.0,0,3,Dei enra ithu  🤣 🤣
sent_13217,Positive,0.6667,0.3333,0.0,1,6,Thala sema look... R u virgin
sent_13218,Mixed_feelings,0.5455,0.4545,0.0,7,11,Yuvan BGM var laval and Thala and Yuvan fans hit like
sent_13219,Positive,0.0,1.0,0.0,0,5,Aiyoo thala mass pannita thala
sent_13220,Positive,0.0,1.0,0.0,0,5,Thala mass.... Thala diwali arambam.....
sent_13221,Mixed_feelings,0.4286,0.5714,0.0,2,7,unmiyana Thala fan like a potutu po
sent_13222,Positive,0.375,0.625,0.0,4,8,Semma mass and class nu solravanga like panuga
sent_13223,Mixed_feelings,0.5,0.5,0.0,2,4,Vera Level  Look THALA 🥰
sent_13224,Positive,0.5,0.375,0.125,3,8,Thalaaaaaa I love you SK SIVAKARTHIKEYAN Anna fans
sent_13225,Mixed_feelings,0.2857,0.7143,0.0,3,7,Trailer ah Paakamaye Like Pottavanga Ethana Peru
sent_13226,Positive,0.5714,0.4286,0.0,2,7,Dislike poota Vijay anna fans Hit Like
sent_13227,Positive,0.4444,0.5556,0.0,3,9,Trailer pakurathu munadi comment and like panavanga laa yaaru
sent_13228,Mixed_feelings,0.4545,0.4545,0.0909,5,11,Thala yuvan combo ku  1000 likes kandipa . Vera level class trailer
sent_13229,Positive,0.125,0.875,0.0,4,16,"thala yuvan combo  dheena, poo ellam un vaasam , billa, billa2, aegan, arrambam, now nkp #ajith kumar"
sent_13230,Positive,0.1667,0.8333,0.0,2,6,Thala Thaladan da super thala veri
sent_13231,Mixed_feelings,0.0,1.0,0.0,0,5,Enga Thala epovum mass thaan
sent_13232,Positive,0.2,0.6,0.2,1,5,SK Fans Saapra Valthukkal Pa
sent_13233,Positive,1.0,0.0,0.0,0,4,End Fight Vere level
sent_13234,Mixed_feelings,0.1667,0.8333,0.0,2,6,Andha look podhum avarru yarunu therinjika
sent_13235,Positive,0.4,0.6,0.0,3,5,Trailer pudichivange like pannugu..  #Thala
sent_13236,Positive,0.5,0.5,0.0,3,8,Hit like for Vijay Mama Oombu fans  katharals
sent_13237,Mixed_feelings,0.5,0.5,0.0,3,6,Twitterla wait panna inga release pannitengala
sent_13238,Positive,0.0,1.0,0.0,0,7,Sema thala thala thala  mass ha erukku
sent_13239,Positive,0.4286,0.5714,0.0,3,7,Thala vera level nu nenaikaravaga.. like here 🤩🤩🤩🤩🤩
sent_13240,Mixed_feelings,0.5714,0.4286,0.0,7,14,Inthe movie pink movie veta record pannumnu solravanga like po2ga ak fans comment pannuga
sent_13241,Positive,0.25,0.75,0.0,1,4,Yuvan Shankar Raja Musical
sent_13242,Positive,0.625,0.375,0.0,3,8,Vera level THALA   Thala fans hit like here
sent_13243,Positive,0.375,0.5,0.125,1,8,Potta Ajith aamai 9 ali utter flop confirm
sent_13244,Positive,0.0,1.0,0.0,0,7,Na Tralier pakave Ila ahnalum Nalave ila🤣🤣🤣
sent_13245,Positive,0.125,0.875,0.0,2,8,Trisha  simran'a Vida aged ah Irukanga. Vj Sethupathi
sent_13246,Positive,0.5714,0.4286,0.0,4,7,Superb thaliva. Veraaa level Sweet sapadaporam. Wow.
sent_13247,Negative,0.2143,0.6429,0.1429,4,14,"100 ajithu, 100 Vijay vanthalum, rajini ya onum panamutiyathula,  only one supar one rajini"
sent_13248,Positive,0.1,0.9,0.0,2,10,Marana mass... Ungaluku vayasu aanalum andha style apadiye iruku thalaivaaaaaaa
sent_13249,Positive,0.5,0.3333,0.1667,2,6,GURU MASS... WAITING FOR SISHYAN GETHU...
sent_13250,Negative,0.5,0.5,0.0,3,6,Adichi underwearla oda vittuduven = for Simon
sent_13251,Positive,0.5,0.375,0.125,3,8,sema mass super star petta 365 days hit
sent_13252,Positive,0.4,0.4,0.2,2,10,Thalaivaaaaaaa - Dheeeeivaaa levellll <3 Back to 90's energy :* Rajinism :O
sent_13253,Positive,0.0,1.0,0.0,0,9,AAha..!! Massdhan...!! Aana eano Thevar magan  shivaji  gnayabagam varduhu...!!
sent_13254,Positive,0.8571,0.1429,0.0,2,7,Hit like world wide Rajini Sir Fans
sent_13255,Mixed_feelings,0.3333,0.6667,0.0,2,6,Adaei idhu Johnny quest music ila ?!?
sent_13256,Positive,0.25,0.75,0.0,4,8,Ippdie  irukanum Trailer na samaya getha style ah
sent_13257,Positive,0.125,0.875,0.0,2,8,Indha pongal sema treat iruku pola sema maassss
sent_13258,Positive,0.1429,0.8571,0.0,2,14,Aiyo aiyo no words ...poda poda karthicku ennada panirka ..onnala onnum pana mudiyathu da ....
sent_13259,Positive,0.4286,0.5714,0.0,1,7,RAJANI SIR+ VIJAY SETHUPATHY FANS HIT LIKE
sent_13260,Positive,0.125,0.875,0.0,1,8,From thalapathy rasigan...thalaivar massss da deiii... Suburaj superma
sent_13261,Mixed_feelings,0.5,0.5,0.0,4,6,Mercury padam set mari iruku entry
sent_13262,Positive,0.125,0.75,0.125,4,16,Thalaiver Eppavum MASSS thann..Pettaila innum MASSS...Tq Kaarthik subburaj Sir...Munnadi iruntha Thalaivar style la marupadium kondu vanthathuku...
sent_13263,Negative,0.0769,0.9231,0.0,2,13,Dei.....Vj sethupathy ku ena da promotion ae ila...Vedha alavuku  kooda mass ilayae da
sent_13264,Positive,0.0,1.0,0.0,0,9,Palaiya Rajinj ya patha mari irruku....Padam vetri pera valthukal
sent_13265,Positive,0.6667,0.3333,0.0,1,6,my hero is always abdul kalam
sent_13266,Negative,0.4,0.4,0.2,3,5,Trailer 25Times Pathavanga Like kudunga 🤘🤘🤘🤘
sent_13267,Positive,0.4286,0.5714,0.0,5,14,Repeat mode la Paathutu iruka. Thalaivar Enery chance eh illa .pongaluku sweet sapda porom.
sent_13268,Positive,0.5,0.5,0.0,3,6,My super  Rajinikanth hi thaliva supar
sent_13269,Positive,0.5,0.5,0.0,1,10,King is on the way.........tharamana sambavam iruku. Endtha pongal ku
sent_13270,Positive,0.1429,0.8571,0.0,2,7,Paka thana pora Inda kaliy to atatha
sent_13271,Negative,0.0625,0.9375,0.0,1,16,"“Centiments irundha appidiye odi poidu, kola gandula iruken mavane kollam uda maten”. Visvasam padatha than solraru"
sent_13272,Positive,0.125,0.875,0.0,2,8,Ivaruku vayasu aagudha ilaiya ...  evalo energy ....happa verithanam
sent_13273,Positive,0.1538,0.8462,0.0,4,13,Thalaivaaaaaaaa unna pakka dhan wait pannitu irundha... enna style yaa.. marana masss thalaiva..
sent_13274,Positive,0.3333,0.5,0.1667,4,6,Indha Trailer 10Times Pathavanga like Podunga 🤘🤘🤘🤘🤘
sent_13275,Positive,0.8333,0.1667,0.0,2,6,Super Star Rajinikanth fans like here
sent_13276,Positive,0.0,1.0,0.0,0,14,Enake Petta  Nalake Kota Veravel Alaporar Thamel Natai Petta Parake   Thalaivar Na Sumava Masssss
sent_13277,Positive,0.3846,0.6154,0.0,4,13,I m Waiting Thalaiva...... Pongalukku Theatre Porom.... Thomsam panrom... Ne Kalakku... Rajini Uncle....
sent_13278,Positive,0.0,1.0,0.0,0,6,kola gandu le irukken..kollama vidamaten semma...
sent_13279,unknown,0.1429,0.8571,0.0,2,7,తెలుగు వాళ్లు ఎంతమంది వున్నారు ఓక like వేసుకోండి.
sent_13280,Mixed_feelings,0.3333,0.6667,0.0,5,12,Eppaa sami.... Ivarukku vayase aagatha....Enna energy.....enna style... Eppavume Ore star Namma Super
sent_13281,Positive,0.2857,0.7143,0.0,4,7,Viswasam teaser vara varikum treanding la irunga
sent_13282,Positive,0.8333,0.1667,0.0,2,6,wating for movie kaavuting start now
sent_13283,Positive,0.0,1.0,0.0,0,7,Sirappana Tharamana Sambavagala Inimay than pakka pora
sent_13284,Positive,0.0909,0.9091,0.0,2,11,Kaali... Kaala... Kaabali...  thalaivar da... Kaa romba rasi nenaikuravaga like poduga
sent_13285,Positive,0.6,0.4,0.0,5,10,Youtube hang aaych views kaatamaatingith but likes increase aaykitte irukk
sent_13286,Positive,0.0,1.0,0.0,0,6,Paakathane poringa thalaivaroda maasa petta parak
sent_13287,Positive,0.3333,0.6667,0.0,4,9,Telugu trailer release cheyandi director garu జై రజినీ కాంత్
sent_13288,Positive,0.125,0.875,0.0,2,8,Dey enga Da ... Namma makkalselvam dialogue eh kanom
sent_13289,Positive,0.3333,0.6667,0.0,1,6,Paaahaaaa theriguthu.... Thalaivar semaaaaaaa..... So smart......
sent_13290,Positive,0.3846,0.6154,0.0,4,13,Trailerae padam kaatudhey.. Appoa padam ennennellaam kaatum.. Cannt wait for Petta... Paraaaak fast🤘🤘
sent_13291,Positive,0.0,1.0,0.0,0,6,Konjam othingiru odi pathingiru varathu THALAIVAR.....
sent_13292,Positive,0.1,0.9,0.0,2,10,thalaiva Parak Petta parak Pongal parak SuperStar parak rajinism parak
sent_13293,Positive,0.5556,0.4444,0.0,3,9,I am waiting...  Kerala Vijay fans..  (കട്ട വെയ്റ്റിംഗ് Petta)
sent_13294,Positive,0.8571,0.1429,0.0,2,7,Am seeing my childhood rajni again... Jollyyyyy
sent_13295,Positive,0.0,1.0,0.0,0,6,Pakadane pora indha Kaali Ida atatha🤘🤘🤘
sent_13296,Positive,0.6667,0.2222,0.1111,2,9,Awesome Trailer Telugu Fans hit LIKE Jai Rajani sir
sent_13297,Negative,0.2222,0.6667,0.1111,3,9,Ioooo thalaiva 15 thadava pathutta sammaiya erukku.... waiting thalaiva....
sent_13298,Positive,0.5333,0.4667,0.0,4,15,Superb mass veera leval Jai thalaiva Rajini sir  I am waiting for Peta telugu version
sent_13299,Positive,0.0,1.0,0.0,0,5,pola WAITINGLA eruken...  Thalaivar Pongal
sent_13300,Positive,0.0,1.0,0.0,0,11,"Nawazuddin Siddiqui, pavam oru nalla nadigana kodumai padutha poringa  sad sad"
sent_13301,Positive,0.5,0.25,0.25,3,8,wow 200k in 1hour vera level style thalaivaaa
sent_13302,Positive,0.1429,0.8571,0.0,2,7,Thalaiva née eppa va ne style tha
sent_13303,Positive,0.3333,0.6667,0.0,3,9,petta vadha vevagam alathamuduno Rajni fans Bangalore like hear
sent_13304,Positive,0.2222,0.7778,0.0,6,18,veraaa levllllll thalaivaaa.......avlooo young ahhh kaatirkangaaaaaa......antha style korayaaveee illaa.....peeettttaaa pongaaallllll thalaivaaaa....rajini fan sonale thani gethu thannnn.... thalaivaaaa..lveee youuuuu
sent_13305,Positive,0.2222,0.7778,0.0,4,9,Yellam ok  Ore oru korai Trailer komjam munnadiye poturkalam
sent_13306,Positive,0.8333,0.1667,0.0,2,6,True rajini sir fans hit here
sent_13307,Positive,0.4,0.4,0.2,3,5,Vera level BGM .. semma  trailer. 🤞
sent_13308,Positive,0.1429,0.8571,0.0,1,7,Jai rajinikanth jai Vijay sethupathi Telugu fan's
sent_13309,Negative,0.3333,0.5,0.1667,2,6,Antha 11K dislikes...adichu underwearude odi vittiduven....
sent_13310,Positive,0.5,0.5,0.0,3,8,Thalaivar mass vera level thalaivar fans hit like
sent_13311,Positive,0.1667,0.8333,0.0,2,12,dei new sense onakkusense illayada nee solla thevallam viswasathukku than kodida maramanda.
sent_13312,Positive,0.2857,0.7143,0.0,4,7,Verrraaaaaa level thalaivar......  Pongal semma treat tha...
sent_13313,Positive,0.1667,0.8333,0.0,2,6,Vayasanalum unn azhakum styleum appidiya irikke
sent_13314,Positive,0.8,0.2,0.0,2,5,Hindi Rajni fans hit like
sent_13315,Positive,0.0,1.0,0.0,0,6,Ethana varusham ponaalum THALAIVAR thalaivar dhaa
sent_13316,Mixed_feelings,0.25,0.75,0.0,6,12,Rajini avlothan .fans ila .waste othungitarunu .aprm vayasu agirychu sona haters savungada
sent_13317,Positive,0.5714,0.2857,0.1429,3,7,Wow super simran 90s kids like pannunga....
sent_13318,Positive,0.4,0.6,0.0,1,5,en thalaivan endrume super star  🤘🤘
sent_13319,Positive,0.1429,0.8571,0.0,2,7,Nanum movie paka kola gandu la iruken.
sent_13320,Positive,0.2857,0.7143,0.0,1,7,"Rajinikanth, Simran, Trisha, Vijay Sethupathi,  awesome combo.."
sent_13321,Negative,0.3333,0.6667,0.0,2,6,sawudu tholanchi flim industrye kevalam paduthuran.
sent_13322,Positive,0.125,0.875,0.0,2,8,Rijini sir nadichirukaru Rompa nalaiku piragu.. sema treatuuuuu
sent_13323,Negative,0.2222,0.7778,0.0,4,9,Emma pa padamei PUBG ILLA GTA MAARI IRRUKUM POLA
sent_13324,Positive,0.25,0.625,0.125,1,8,1:15 to 1:18 thalaiver vetkam kuthikarapa iyo... Mudiyala
sent_13325,Positive,0.2857,0.5714,0.1429,2,7,pppaaaa  enna dialogue delivery ...68 vayasada idhu. ....
sent_13326,Positive,0.2,0.8,0.0,1,5,Sweet Saapda Porom ;) Petta Pongal!!!!
sent_13327,Positive,0.25,0.625,0.125,2,8,0:42 thalaivar sun glass style... uyiraye kodukalam thalaivaaaaaa
sent_13328,Positive,0.7778,0.2222,0.0,4,9,I didn't understand Tamil but talaiva movies da super.
sent_13329,Positive,0.5714,0.4286,0.0,4,7,Vera levelu Thalaivar    Always i love Thalaivar
sent_13330,Positive,0.375,0.625,0.0,2,8,Thalaiva marana waiting... Super star mass nu katringa...
sent_13331,Positive,0.0,1.0,0.0,0,7,"Thalaivar than Pongal ku marana mass kattaporaru,"
sent_13332,Positive,0.375,0.625,0.0,4,8,Pakka mass trailer thalaivAaaaaaaa......pinnitinga ponga.....alluthu......proud of u thalaivaaaa........
sent_13333,Positive,0.0,1.0,0.0,0,10,sema Thalaivar na athu neega mattum than vera evanume illa
sent_13334,Positive,0.0,1.0,0.0,0,6,Petta Parak Thalaivar Pongal. Sirappana Sambavam...
sent_13335,Positive,0.0,1.0,0.0,0,5,Thalaivar sema Vera leval thalaiva.....
sent_13336,Positive,0.0,1.0,0.0,0,9,Appa Oru vazhiya Thrisa n Simran kooda jodi pottaachi
sent_13337,Negative,0.6667,0.0,0.3333,0,6,12k dislikes from blind srk fans
sent_13338,Negative,0.125,0.875,0.0,1,8,dislike pottavan lam poi thookula thongiru..vera vazliyea illa
sent_13339,Positive,0.1429,0.8571,0.0,3,14,Hero kaga padam pana evaluv periya director padam pananalum epadi than  varum valthukal karthick
sent_13340,Positive,0.0,1.0,0.0,0,6,thalaivar na  mass summa athirueilla semma
sent_13341,Positive,0.0,0.8889,0.1111,0,9,Thalaivara Nega eppaum AXN stylé movié mátum tha nadíkanúm
sent_13342,Positive,0.7,0.3,0.0,2,10,Super Thalaiva palaiya Rajini one more entry on super stars
sent_13343,Mixed_feelings,0.375,0.625,0.0,1,8,Wt a man... Sathiyama ivarku innum vayasu aagala
sent_13344,Positive,0.25,0.25,0.5,1,4,2:06 - 2:29 get rajinified
sent_13345,Positive,0.4,0.6,0.0,2,5,Mugamoodiku moonu ticket irukku.. variya...
sent_13346,Positive,0.0,1.0,0.0,0,9,"Periyar selai, Thiruvalluvar selai Ellam udainga da , Anna sithanthatha ..."
sent_13347,Positive,0.6667,0.1667,0.1667,1,6,Sakthimaan fans hit likes   90S kids
sent_13348,Positive,0.875,0.0,0.125,0,8,it was like Jeeva's mask ( telugu title ) movie 🤔🤔
sent_13349,Positive,0.4,0.5333,0.0667,8,15,Arjun Sir Waiting Ungala Screen La Parkuradhukku Rmba Day Aprm HeroVa Pannirukkinga 🤗Vanga Sir Vanga
sent_13350,Positive,0.0,1.0,0.0,0,6,1:31 yaarukaachu asuran padam niyabgathuku vanthucha
sent_13351,Positive,0.4,0.6,0.0,2,5,Super semma thalaiva vera level
sent_13352,Mixed_feelings,0.625,0.375,0.0,3,8,Is siva thought him like e hrithik roshan ?
sent_13353,Mixed_feelings,0.1667,0.8333,0.0,1,6,My thala eppavume Mass thaaa skkkk
sent_13354,Positive,0.1,0.8,0.1,2,10,Ennada SK paithiyakara maari dialogue pesama irukanenu paathan kadaisiya pesitan
sent_13355,Positive,0.7143,0.2857,0.0,2,7,Blockbuster trailer ..  From Allu arjun Fan .TS
sent_13356,Positive,0.3333,0.3333,0.3333,1,3,Mugamoodi part 2
sent_13357,Positive,0.0,0.6,0.4,0,5,Tamil krish ah irukum oh...
sent_13358,Negative,0.75,0.125,0.125,1,8,Get... Ready..sk. Force.. Part 2. Part 3. Varavaipomaaaaaa...
sent_13359,Positive,0.875,0.0,0.125,0,8,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 He look Like Zero not a hero🤣🤣
sent_13360,Positive,0.5,0.5,0.0,1,6,Suyama sintikka therinjavan than super Hero
sent_13361,Positive,0.3333,0.6667,0.0,4,9,Indha padam hit aganum sivakarthikeyanukkaga illa action king avarukkaga
sent_13362,Positive,0.4286,0.5714,0.0,3,7,Trailer mokka... But sk kaga matum pakalam
sent_13363,Positive,0.1,0.8,0.1,2,10,Intha movie SK kku valvil mikavum  peria thiruppu munaya amayum
sent_13364,Positive,0.5,0.5,0.0,2,6,Marana waitinggggg for another irumbu thirai
sent_13365,Positive,0.75,0.25,0.0,1,8,no one can kill once idea     nikola tesla
sent_13366,Positive,0.1667,0.8333,0.0,1,6,Spiderman pado pathamari irukaarvangala lyk podingaa..
