sentence id,codemixed text,monolingual text
2025-05-01T16:07:20.435820,Ajith kumar mutta punda nadippin nayakan tha king,Ajith Kumar is a great hero who walks like a king.
2025-05-01T16:07:24.574042,Ajith punda mavan surya anna kitta nerunga mudiyath,Ajith's son can't stand in front of Surya.
2025-05-01T16:07:28.871308,Thala Vellhai mudi parthu parthu salichi pochupa......,The boss got tired and started sleeping after looking at the snow for a long time.
2025-05-01T16:07:32.467059,thanga tamil mannan enga thala daa,"Where is our golden Tamil king, leader?"
2025-05-01T16:07:37.055757,Ajith kummar thevidiya mavan avA ammave okkanum,"Ajith Kumar, the devoted son, should take care of his mother."
2025-05-01T16:07:42.250571,thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster Movie nkp thaan ithula entha santhegamum kidaiyathu,"The good-hearted Thala will ensure everything goes well in the 2019 mega blockbuster movie Nkp, and there is no doubt about it."
2025-05-01T16:07:46.342352,Thala yoda dialogue delivery ovvonrum sema mass ah iruku goosebumps overloaded,"The hero's dialogue delivery is extremely awesome, giving me goosebumps overload."
2025-05-01T16:07:50.496388,enna mathiri thala veriyarkal oru like podunga,Please like like crazy fans.
2025-05-01T16:07:55.204035,Marana waiting for nkp fdfs ku,I'm eagerly waiting for NKP's FDFS.
2025-05-01T16:07:59.683978,pangaaligala trending no 1 ku kondu vaanga,Bring the celebrations to number one in trending.
2025-05-01T16:08:04.594497,need combination of thala mohanlal or pavan kalyan,I need a combination of Thala Ajith or Mohanlal or Pavan Kalyan.
2025-05-01T16:08:08.711971,Thala Solla Vaarthaiye Illa Vera Level....,"The leader has no words, it's just another level...."
2025-05-01T16:08:12.923831,Idhe velaiyaga iruppavargal Inge like podunga,Those who are free now should like here.
2025-05-01T16:08:17.476180,naan thala veriyandaa Thala patthi evanavathu thappa pasuninga sanga aruthiruven,"I'm a die-hard fan of Thala, and I'll break the legs of anyone who talks nonsense about him."
2025-05-01T16:08:23.357982,U1 bgm vere level solluravnge like podunge,"The U1 background music is at another level, those who praise it, just like it."
2025-05-01T16:08:27.791795,Thala naa Mass Thala naa Class Thala naa Gethu daa,"The leader is mass, the leader is class, the leader is style."
2025-05-01T16:08:32.342263,ithu tamil nadu ella ithu enga thala nadu daa,"This is not Tamil Nadu, this is our leader's land."
2025-05-01T16:08:36.650199,Thala yoda last dialog sema mass Vera level nu soldravanga oru like pannunga,"People who say Thala's last dialogue is super cool and next level, please give a like."
2025-05-01T16:08:40.943517,Paathute iruken marubadiyum marubadiyum Avlo pudichiruku only for thala nd U1,"I'm watching it again and again, I like it so much only for Thala and U1."
2025-05-01T16:08:44.932645,Thala yoda look sema mass nu soldravanga oru like pannunga,"People who say that Thala's look is very stylish, please give a like."
2025-05-01T16:08:49.068174,Thala pola varuma Thala eppavume mass Vera level,Will the boss come like a boss? The boss is always at another level of mass.
2025-05-01T16:08:52.657974,Ethana Peru pathutrikkinga inga like pannunga,"How many names are you checking here, please like them."
2025-05-01T16:08:56.549113,"Innum neraya neraya nerya, neraya views varanum.... Thala Rock","Still need many, many, many, many more views... Thala Rock"
2025-05-01T16:09:01.015372,Ena pa ipdi iruku Vera level..,Why is it like this? It's on another level.
2025-05-01T16:09:06.297492,can not wait for thala movie ................v love thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,I cannot wait for Thala's movie. We love Thala.
2025-05-01T16:09:10.352247,Trending Singapore no 1 India no 2 Sri Lanka no 2 Malaysia no 3 Rocking.........,"Trending Singapore number one, India number two, Sri Lanka number two, Malaysia number three, rocking."
2025-05-01T16:09:14.716700,Reached 10m views superb Thala always mass Vera level enum neraya neraya neraya neraya neraya .,"Reached 10 million views, superb Thala always mass, a whole other level, many many many many many."
2025-05-01T16:09:18.428695,10.1M Views with 771k likes,10.1 million views with 771 thousand likes.
2025-05-01T16:09:24.279500,Need 29k to make it 800k likes ....,I need 29 thousand to make it 800 thousand likes.
2025-05-01T16:09:28.387683,#1 trending in #Srilanka #3 trending in Malaysia #9 trending in India,"Number one trending in Sri Lanka, number three trending in Malaysia, number nine trending in India."
2025-05-01T16:09:32.916508,Daily 25 time pathalum puthusa pakura mathiri than irukku. Thala acting yuvan music sema,"Even if you watch it 25 times a day, it still feels fresh. Thala's acting and Yuvan's music are amazing."
2025-05-01T16:09:37.053695,love status luka chuppi movie song edit & support,Romantic status from the movie Luka Chuppi song edit and support.
2025-05-01T16:09:42.812217,Tharamana sambavam irukku Aug 10 annaikku wait,"There is a great event happening on August 10th, wait."
2025-05-01T16:09:46.869204,Sarkar kitta kooda nerunga mudiyala just 10million views,I can't even stand near Sarkar with just 10 million views.
2025-05-01T16:09:51.086117,Who is best trailer...? Nerkonda paarvai Sindhubaadh,Who has the best trailer...? Nerkonda Paarvai or Sindhubaadh?
2025-05-01T16:09:54.694975,Dailyum Thala ya pakkama irukka mudiyala,I can't be away from Thala every single day.
2025-05-01T16:09:58.819416,NKP TRAILER SUCCESSFULLY REACHED 10 MILLION VIEWS,NKP TRAILER SUCCESSFULLY REACHED 10 MILLION VIEWS.
2025-05-01T16:10:04.885291,many many many many many many,many many many many many many
2025-05-01T16:10:09.076029,Innum Niraya Niraya Niraya Niraya M Thevai pangaaligala,"We still need so many, many, many, many M people."
2025-05-01T16:10:13.586353,Pangalingala Nalaiku Namaku energy venum so Ellarum poi thoongunga good night ‍‍‍‍‍‍,Tomorrow we need energy so everyone go and sleep good night.
2025-05-01T16:10:18.144089,Views innum neraya neraya neraya neraya irukanum all thala fans no 1 trending la thirumbiyum poyiralaam,The views should increase more and more and all Thala fans must return to number one trending again.
2025-05-01T16:10:21.565057,Yov YouTube admin Views ah Upload Pannuya,"""Hey YouTube admin, have you uploaded the views?"""
2025-05-01T16:10:25.614555,Oruthar mela visvaasam kaatradhukaga inoruthara yen asinga paduthuringa sema,"Why are you embarrassing someone just to show trust in another person, it's too much."
2025-05-01T16:10:29.561913,Amithp and thala billa and ragini ithan enga thala,Amith and thala billa and ragini are our leaders.
2025-05-01T16:10:34.010316,All ways love u thala....ur my dad.....,"I will always love you, my leader...you are my dad."
2025-05-01T16:10:38.185897,Intha Mathiri ponungaluku yellam ipdithan nadakkum... Apdilam nadaka kudathu,Girls like this always face such situations... It shouldn't happen like that.
2025-05-01T16:10:42.935698,Yaralaa 12:10 thungame trailer 10m kage pathuttu erukinge,Everyone is awake until 12:10 watching the 10-minute trailer.
2025-05-01T16:10:46.918327,En thalaya Kaevalama pesuna Ella ippa Thirruppi paakkarunga,"If you talk nonsense, now look at what's happening."
2025-05-01T16:10:51.259301,Yaralaa verithanama wait panittuerukinge 10m aguruku,Why are you all waiting angrily for 10 minutes?
2025-05-01T16:10:55.731720,31K for 800k likes thala fans?,"31 thousand for 800 thousand likes, Thala fans?"
2025-05-01T16:11:00.462759,"9,974825 laye 10 minutes apdiye views nikudhu","Within just 9,974,825 views, it already reached 10 minutes."
2025-05-01T16:11:04.139468,Inniki target reach panniduvom Nalaiku nammaloda target 11 million views,"""Today we will reach our target. Tomorrow our target is 11 million views."""
2025-05-01T16:11:08.821494,Dei ennada views ah pause panni vachu irukkeenga,"Hey, why have you paused the views?"
2025-05-01T16:11:13.420144,Kannu sokkudhu.... Ada 10M views seekiram vayya... Seekiram vayya,My eyes are sore.... Please get 10M views quickly... Please get it quickly.
2025-05-01T16:11:17.552079,Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala,Do you know anyone who is now parking the trailer near Mari's house?
2025-05-01T16:11:21.706249,INDvsPak aavathu mudiyavathu.... Waiting 4 10M views,India versus Pakistan is going to be amazing.... Waiting for 10 million views.
2025-05-01T16:11:25.485053,Friends yalaru Link Share panuge,Friends please share the link.
2025-05-01T16:11:29.544223,Innum 29 k balance Pangalingala come on,Still 29 thousand balance Pangalingala come on
2025-05-01T16:11:33.892071,1M like ku waiting panravaga like pannuga,"Waiting for 1 million likes, so like it."
2025-05-01T16:11:41.481821,Dear haters Ungaluku trailer pudikalana parkadheenga Ungala Yarum inga vara soli varpuruthula Dhayavu senchi aduthavan santhosathula mannalli padadheengada,"""Dear haters, if you don't like the trailer, don't watch it. No one invited you here, so please leave quietly and don't disturb the happiness of those who enjoy it."""
2025-05-01T16:11:46.281063,Seekirama 10M views Vara vainga.... Good night solanum,Let's quickly reach 10M views.... I will say good night.
2025-05-01T16:11:50.064884,king of you tube Thala.,The king of YouTube is Thala.
2025-05-01T16:11:53.522157,paarvai gta 5 version,vision gta 5 version
2025-05-01T16:11:57.394248,Innum 39000 Views dhan iruku ‍‍‍‍‍,Still only 39000 views.
2025-05-01T16:12:01.437406,Enna mairu da panraem fans likes yethungada,"What nonsense are we doing, fans' likes are getting frozen."
2025-05-01T16:12:06.866393,YouTube Admin Engalukaga REPEAT MODE vainga,"YouTube Admin, please enable REPEAT MODE for us."
2025-05-01T16:12:11.577390,Innum 44200 views balance adichi thookalamaa ‍‍‍‍‍‍‍,"Still 44,200 views left to reach the target, should we pull it off?"
2025-05-01T16:12:16.927635,Enna Mari YouTube LA ye kuduthanam panravanga comment pannunga thala bloods,"""Hey Mari, those who are giving YouTube likes, comment bloods leader."""
2025-05-01T16:12:25.635261,4 days aah srilanka la trending#1,Sri Lanka was trending at number one for four days.
2025-05-01T16:12:29.639334,Thala Yuvan combo enrale Padam super hit dhan,The Thala Yuvan combination means the movie is definitely a super hit.
2025-05-01T16:12:34.338474,Innum 51K views irukku.... Oru view pathuttu oru comment... Innaikku ni8 kulla 10M views and 100K Comments... Therikka vidrom,Still has 51K views... Watch once and leave a comment... Tonight we'll reach 10M views and 100K Comments... Let's make it happen.
2025-05-01T16:12:38.255668,Thala na Thala dhan Paa,The leader is the leader only Paa
2025-05-01T16:12:42.763864,Enga veedla 5 perukku ticket book panniyachi.... Marupadiyum viswasam moments,"I booked tickets for five people in my home again, moments of trust."
2025-05-01T16:12:47.345962,Rangaraj pandey fans hit like,Rangaraj Pandey fans hit like.
2025-05-01T16:12:51.965442,Thale ni va thala nanga erukom,"We are here to support you, leader."
2025-05-01T16:12:56.445279,Ippa trailer parkuravanga oru comment pannunga thala rathangale,"Now, the people who watched the trailer should make a comment, leader of the warriors."
2025-05-01T16:13:00.276510,Thala naa mass Mass naa Thala,"The boss is mass, mass is the boss."
2025-05-01T16:13:04.746932,Petta - Marana Mass Official Video (Tamil) | Rajinikanth ... - YouTube,Petta - Ultimate Mass Official Video (Tamil) | Rajinikanth ... - YouTube
2025-05-01T16:13:10.804703,No 1 trending again Vara vainga friends,"Number one trending again, come on friends."
2025-05-01T16:13:15.728586,Trailer likes romba kammiya irku... Thala fans ena panranga,The trailer seems to be very minimal... What are Thala fans going to do.
2025-05-01T16:13:20.159883,Ennada 4days aachi inuom sarkar trailer ah Ungala beat panna mudiyala,"What is this, it's been 4 days and the Sarkar trailer still can't beat yours."
2025-05-01T16:13:24.672572,Niraya Fans Match Pakka Poitanga Pola,It seems like a lot of fans have definitely gone to watch the match.
2025-05-01T16:13:31.881308,Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p* pasangala... No bots no Visay,"What's this, Anil P*'s boys are saying it reached 10 million views in just 5 days... No bots, no nonsense."
2025-05-01T16:13:36.111850,500 thadave ki melle pathavange like bodunge,People who walk slowly for 500 steps will get likes.
2025-05-01T16:13:39.894192,Bgm na adhu u1 dha adcheka mudiyadhu,"The bgm is so good, it's unbeatable."
2025-05-01T16:13:44.833492,4 days #2 trending Mass of thalaaaaaaaaaaaaaaa No one can touch the thala feet,"4 days at number 2 trending, the mass of Thala is amazing. No one can touch Thala's feet."
2025-05-01T16:13:48.791517,Thala naa Great Great naa Thala,"He is great, he is truly great, he is the leader."
2025-05-01T16:13:54.662974,Padam Partha piragu Niraya Per like Poduvanga Pola .,"After watching the movie, it seems like they will get a lot of likes."
2025-05-01T16:13:59.399065,petta paraak last black shirt theriii thalaivaaa,"Petta looks super cool in the last black shirt, Thalaiva."
2025-05-01T16:14:02.537005,Nalla iruku aana etho miss aaguthu,It's good but something is missing.
2025-05-01T16:14:06.963028,Thalaivaaaaaaa yen kadavulaaaeess Proud to be ur fan,"My dear leader, oh my god, I am proud to be your fan."
2025-05-01T16:14:11.509713,Pakka Mass irukkaru Thalaivar Poglalukku Confirm Thalaivar treat tha,"The movie is sure to be a mass entertainer, Thalaivar's Poglal is confirmed to be a Thalaivar treat."
2025-05-01T16:14:16.132545,39 views 8.1k likes 93 dislike....,"39 views, 8.1 thousand likes, and 93 dislikes."
2025-05-01T16:14:20.557140,Adichu underwear oda voda vitturuven,I will beat you and strip off your underwear.
2025-05-01T16:14:24.271091,Sirapana tharanama sambavanga inumey dha pakka pora,The unexpected incidents are still unfolding.
2025-05-01T16:14:28.844534,Thalaiavar mass pannirukaru polaye Vijay sethupathy ah sonna,"The leader has already done great work, as Vijay Sethupathi said."
2025-05-01T16:14:33.641881,Ppaaa yenna style. Thalaivar yeppavum mass intha time marana mass. KS bro tq.....,"Wow, what a style. The leader is always mass, this time it's deadly mass. KS bro, thank you."
2025-05-01T16:14:37.692316,Rajni kanth and Vijay sethupahi Maas.,Rajni Kanth and Vijay Sethupathi are great.
2025-05-01T16:14:41.354506,90s thalaivaaaaaaaaaaa is back in action,The 90s hero is back in action.
2025-05-01T16:14:45.310036,Thalaivaa verra level marana mass trailer,"The trailer is next level, absolutely killer, boss."
2025-05-01T16:14:48.855551,Indha Siva Va nenacha dha Paavama iruku,Just thinking about this Lord Shiva makes me feel scared.
2025-05-01T16:14:54.131810,After a long time Thalaivar look...yeppaa...semmaaa... Vere leaveldialoge vere leavel anirudh bgm vijaysethupathi..mass total.. petta.... kola mass...doiii...,"After a long time, Thalaivar's look is amazing... wow... superb... the dialogues are on another level, Anirudh's background music, Vijay Sethupathi... total mass... Petta... awesome mass... dude..."
2025-05-01T16:14:59.483252,Inime than sirappana tharamana sambavangala pakka poringa..... Best wishes for thalapathy fans,"From now on, you will see only great and wonderful events..... Best wishes to Thalapathy fans."
2025-05-01T16:15:03.968286,Naa paathuten da.. 40th view da... Oooooo.. Vera level,"I've seen it 40 times, man... Oooooo.. It's next level."
2025-05-01T16:15:09.123990,Oru trailerlaye ivlo goosebumpnaa apo filmla,Just the trailer gives me goosebumps so imagine the full film.
2025-05-01T16:15:13.374680,Vijay sethupathi fans like ah podunga,Vijay Sethupathi fans should like it a lot.
2025-05-01T16:15:17.179868,Sema Sema sema Mass mass mass,Very very very great great great
2025-05-01T16:15:21.385238,Pakkathana pore intha Kali oda aadathaaa,The neighbor is watching this Kali's game.
2025-05-01T16:15:25.183084,Srilankan vijay sethupathi fans hit like,Sri Lankan Vijay Sethupathi fans hit like.
2025-05-01T16:15:29.821844,Vaa thalaivaa pongal unnodathu thapetta parak,"Come leader, the Pongal without you was a disgrace."
2025-05-01T16:15:33.860368,Ha ah ha ha ah ah. Amaaaaaaaaaaaaaaaaaadioooo. Samaaaaaaaaaaaaaa,Ha ha ha ha ha ha. Oh my God. Amazing.
2025-05-01T16:15:37.846369,Woooooow thalaivaaa neega ungaluku inum 29 yers than thalaivaaa. Semma trailer wooow,"Wow boss, you are only 29 years old boss. Amazing trailer wow."
2025-05-01T16:15:41.750756,Vera level thalaiva.... mass marana masss,Next level boss.... it's super awesome.
2025-05-01T16:15:46.588076,Ipo enna panna porom ? Ahhhh sweet saapda porom,Now what are we going to do? Ahhhh we are going to eat sweets.
2025-05-01T16:15:50.493660,Petta! ....... Rocking..... 500k likes... Agree?,"""Petta! ....... Rocking..... 500k likes... Do you agree?"""
2025-05-01T16:15:54.325511,Visuwasamavadhu Kusuvaasamavadhu Parak da Petta Parakk!,"Whether it's Visuwasam or Kusuvaasam, just fly and land!"
2025-05-01T16:15:58.535620,Sumarana trailer nu solravanga hit like,Those who say it's just an average trailer hit like.
2025-05-01T16:16:02.359283,THALAIVAAAA VERA LEVEL YA,The leader is at another level.
2025-05-01T16:16:07.297312,Anna peaks Anna THE KING IS ON THE WAY STYLE KA BAAP THAILAVAR ROCKS,"Brother peaks brother, the king is on the way, style's father Thalaivar rocks."
2025-05-01T16:16:12.524729,"Karthik subbaraj yaaru da ne, una dhan da nanga ithana varsham theditu irundhom, thanks for creating the marana rajinism","""Who is Karthik Subbaraj, it's you whom we've been searching for all these years, thanks for creating the deadly Rajinism."""
2025-05-01T16:16:17.267359,Sirappana tharamana sampavam inemaythan nadakkapovuthu spr,A very nice and high-quality event is going to happen soon.
2025-05-01T16:16:21.934954,Thrisha yenga daww ithula kattave illa,"Where is Thrisha dude, she isn't even in this."
2025-05-01T16:16:25.812951,Sema masss Rajini & Vjs combo marana waiting,Superb mass Rajini and Vjs combo is killing the wait.
2025-05-01T16:16:29.955099,Ilamai inimel pogadhu mudumai unaku vaaradhu theivame.....,"Youth will not last, old age will come to you, oh God."
2025-05-01T16:16:34.590028,that final madurai petta style....maranam Mass maranam..adhuku avantan poranthu varanum....love you thalaivaaa,That final Madurai petta style...deadly mass deadly...he must be born for that...love you boss.
2025-05-01T16:16:38.468434,Makkal selvan VijaySethupathy Fans like podunga,People like Makkal Selvan Vijay Sethupathy's fans should like this.
2025-05-01T16:16:42.188102,Thalaivar dha thalaivar dha vera level,"The leader is the leader, he's on another level."
2025-05-01T16:16:47.217821,Maranama iruke ya.... Thalaivaaaa alludhu ponga,"I am almost dead, brother... Please don't play around, leader."
2025-05-01T16:16:51.281065,kola gaandla irukka mavane kollama vidamaatten.. Thalaivar swag..,"I will not let go without a fight, my son, you look amazing. Leader's swag.."
2025-05-01T16:16:55.523404,Ayoo vanthuruvanga Ithu like panu athuku like panu nu,"Oh they are coming, like this, like that."
2025-05-01T16:16:59.795351,Ethana heroes vandhalum Eppavum evar mattum dha SUPER STAR,"No matter how many heroes come, only SUPER STAR will always be the best."
2025-05-01T16:17:03.672213,சிறப்பான தரமான sambavatha inimey than namma paarka porom,We will see such a special and quality event only from now on.
2025-05-01T16:17:08.158323,Intha pongal Thalaivar pongal 2019 petta parak,"This Pongal is Thalaivar Pongal 2019, we won with Petta."
2025-05-01T16:17:11.882002,Rajini and Vijay sethupathi fans must like,Rajini and Vijay Sethupathi fans must like this.
2025-05-01T16:17:16.530960,Thalaivaaaaaa waiting for petta pongal,"Boss, I am eagerly waiting for Petta this Pongal."
2025-05-01T16:17:20.267855,Style vara level super,The style is super awesome.
2025-05-01T16:17:24.181074,"thank u so much , ennoda 2 thalaivargalaiyum onna pakkurathukku மகிழ்ச்சி","thank you so much, I am happy to see my two leaders together."
2025-05-01T16:17:28.033312,Eppo enna panaporo ..sweet sapda poro,When will we do it.. we are going to eat sweets.
2025-05-01T16:17:33.235181,Paakradhuku Chinna paiyan Maari style ah irukeenga....... How true ?,The little boy looks stylish like Maari when seen...... How true?
2025-05-01T16:17:37.068742,Viswasam vs petta Tharamana sambavam iruku,Viswasam vs Petta is a great event.
2025-05-01T16:17:41.319956,Thalaivar masss ah irukarupa nu sonnavangala hit likes,The people who said our leader looks super awesome got hit likes.
2025-05-01T16:17:44.654144,Kola veri da. Jan 10,"It's very cool, man. January 10."
2025-05-01T16:17:48.342470,Idhu dhan da Namma thalaivar,This is our leader.
2025-05-01T16:17:53.418922,Only petta fan like...... Petta parak,Only a true fan of Petta would understand...... Petta is flying high
2025-05-01T16:17:57.474609,"thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa semma look, style, 100% blouckbusters","Boss, the look and style are absolutely fantastic, a hundred percent blockbuster."
